,Address,dublinRegionString,Bedroom,Bathroom,PropertyType,originalPrice,Price,Description
188,"25 Wolfe Tone Street, Dublin 1",1,2 ,1 ,Apartment,"€2,750 per month",2750,"*Email Enquiries Only*
Bespoke are delighted to present this bright two bedroom duplex apartment centrally located and only minuets walk from O'Connell Street. Set around a quiet central courtyard with floor to ceiling windows this apartment benefits from an exceptional amount of natural light. The property comprises of an entrance hall leading to living room with under stairs storage &amp; separate kitchen. Upstairs are two large double bedrooms with built in wardrobes and bathroom. Nearby is every possible convenience the city has to offer including LUAS, shops, cafes and restaurants."
189,"7 Richview Villas, Clonskeagh",Other,4 ,3 ,House,"€8,000 per month",8000,"Bespoke Estate Agents are delighted to present this newly renovated and extended 4 bedroom, 3 bathroom house on Clonskeagh Road. This property has been refurbished to the highest of standards with quality fittings throughout. 

Ideally located in the heart of South Dublin, this house benefits from its central location with great amenities and public transport links, while also being set in a quiet and tranquil residential neighbourhood. Just minutes from the villages of Ranelagh, Donnybrook, and Milltown, this is a great base for Dublin living. Local amenities including shops, cafes, bars and restaurants are all within walking distance, and the City Centre is just a short drive or bus journey - St Stephens Green (3km). Larger shopping centres such as Dundrum Town Centre (3km) and Stillorgan Village Centre (4km) offer retail and leisure activities close by. 

The accommodation consists of an entrance hallway, downstairs bathroom, sitting room with rear garden access, home office/study and a modern open plan kitchen/living room which opens out to the rear garden. The kitchen is custom built, with integrated appliances and a huge amount of storage. A separate utility room contains the washing machine and dryer. The rear landscaped garden is South-West, with a large patio space. A discreet lift in the hallway provides access to the upper floor. 
Upstairs are three large double bedrooms one single bedroom, master bathroom and en suite bathroom. There is plenty of storage space with built in wardrobes and a storage room. 

The rear garden is immaculately laid out and landscape services will be included in the rent. The front gated driveway is large enough for three cars. The house is alarmed and secure. This property is energy efficient with new Carlson timber double glazed windows throughout and newly insulated walls and attic space."
190,139 Rathgar Road,Other,6 ,3 ,House,"€7,000 per month",7000,"Bespoke are delighted to present this magnificent large period house to the market for the first time. The period house boasts stunning period features such as high ceilings, tall bay windows, fireplaces and ornate cornicing to mention just a few. Upon entering the impressive hallway leads to front and back interconnecting reception rooms. Modern kitchen wit centre island breakfast bar and dining room lead to the rear garden through bifold doors. Six well proportioned bedrooms including two en suites. The property is ideally located in the heart of Dublin 6 with Rathmines, Rathgar, Ranelagh and Dartry on its doorstep and within a stroll of local shopping at Upper Rathmines Road and Dunville Avenue. The city centre is also a shot walk away, and just a stone's throw from the Cowper Luas stop. There are some of the finest schools nearby including St Mary's, Sandford National, Sandford Park, Alexandra College, Gonzaga College, Kildare Place, Zion National and Stratford College, to name a few."
191,"150 Howth Road, Clontarf, Dublin 3",3,2 ,3 ,Apartment,"€3,645 per month",3645,"2 bedroom plus study with 3 bathrooms

An amazing opportunity to live in one of the most spectacular residences in Dublin. The property has been renovated and fitted out to the highest standard possible. Rarely does a property of this standard come to the rental market. 

Floor to ceiling windows provide the property with amazing amounts of natural light and take full advantage of the amazing views. The wraparound balcony has plenty of space for entertaining and the views of Clontarf Golf Club and of Dublin City Centre are sure to impress. There is up lighting on the terrace that provide an amazing atmosphere at night.

The property has two large double bedrooms (both en-suite) and a large study. The master bedroom features a walk-in wardrobe and an oversized en-suite bathroom. Both bedrooms and study feature plush wool carpet and two bedrooms have access to the terrace. The third room was traditionally used as a study but could provide other uses. The living area in this property is most impressive. The open plan layout makes the property ideal for entertaining with double doors leading to the terrace. The kitchen features the latest top quality appliances including a steam oven and Quooker Fusion 3 in 1 Boiling Water Tap. The living area features a feature gas fireplace and dropped ceilings with up lighting for an ambient setting. 

Apartment comes with two underground parking spaces.

The location of 150 Howth Road is second to none with a host of amenities on your doorstep. The Development is just a 5 minute walk away from Killester Dart Station and is serviced by a number of bus routes. The IFSC and City Centre are within easy reach.

Hallway

Contoured Solid Oak Engineered Floor, Driftwood Finish
Floor to ceiling Mirrored Utility and Storage Unit
Legrand Arteor sockets and switches
Stainless Steel double adjustable LED down lighters
Benito Oak Doors throughout with stainless steel and leather door handles

Utility Room

Burlington White Porcelain wall and floor tiles
Farrow &amp; Ball wallpaper above
Stainless Steel single LED down lighters
Meile Washing Machine
Velux window over
Benito Oak Door with stainless steel and leather door handles

Powder Room

Burlington White Porcelain wall and floor tiles with silver grey grout
Farrow &amp; Ball wallpaper above
Stainless Steel single LED downlighters
Villeroy &amp; Boch wall hung WC with soft-closing seat and white flush plate
Villeroy &amp; Boch grey vanity unit with white monobloc tap
Polished chrome heated towel rail
Mirrored wall-hung cabinet
Benito Oak Door with stainless steel and leather door handles
Master Bedroom

Driftwood Engineered Oak flooring &amp; grey plush wool carpet
2 Polished Driftwood Walk-in wardrobe
Legrand Arteor sockets and switches
Stainless Steel double adjustable LED down lighters
Benito Oak Door with stainless steel and leather door handles

Master Bathroom

Marmi Marble Grey Natural Porcelain floor tiles
Bianchi Pallisandro Polished Porcelain wall tiles
Stainless Steel single adjustable LED down lighters
Villeroy &amp; Boch wall hung WC with soft-closing seat and white flush plate
Villeroy &amp; Boch Grey Vanity Unit with chrome monobloc tap
Kludi Square Shower Head
Oberon Bath
Polished chrome heated towel rail
Benito Oak Door with stainless steel and leather door handles

En-Suite 2

Marmi Marble Grey Natural Porcelain floor tiles
Bianchi Pallisandro Polished Porcelain wall tiles
Stainless Steel single adjustable LED down lighters
Villeroy &amp; Boch Grey Vanity Unit with white monobloc tap
Hansgrohe Raindance shower head in chrome and white
Polished chrome heated towel rail
Mirrored wall-hung cabinet
Benito Oak Door with stainless steel and leather door handle


Bedroom 2

Grey plush wool carpet
Polished Driftwood wardrobe
Legrand Arteor sockets and switches
Stainless Steel double adjustable LED down lighters
Benito Oak Door with stainless steel and leather door handles

Study

Grey plush wool carpet
Polished Driftwood wardrobe
Legrand Arteor sockets and switches
Stainless Steel double adjustable LED down lighters
Benito Oak Door with stainless steel and leather door handles

Hotpress

Insulated hot and cold water tank
Extra 200 litre Insulated
Quick Recovery Hot Water Tank
Bar pressure pump
Storage shelving
Benito Oak Door with stainless steel and leather door handles

Kitchen Area

Kitchen by Intoto
Ultra High-Gloss Graphite soft close doors and drawers with brushed stainless steel full-width handles
Sonoma White Oak Wall Cladding with LED Slimline under-counter lights
Island with 3 over-counter lights and wide storage drawers
Cyclone White Quartz Countertop throughout with book-end return on units and island for seating
Blanco Twin stainless steel sink and monobloc chrome mixer
Quooker Fusion 3 in 1 Boiling Water Tap
AEG Soft Clsing, 74 Litre Pyrolitic Oven
AEG 4 Zone Induction Hob
AEF 800 Watt built-in microwave
AEG Stainless Steel Angled Extractor Fan
AEG fully integrated 332 litre larder fridge
AEG integrated frost-free larder freezer
5 programme, fully integrated 13 place dishwasher with time beam
Sweepovac skirting level plinth vaccum cleaner
Skirting level pop-out under-counter step ladder
Le Mans Corner storage unit
White Calacatta Marble Matt Porcelain floor tiles with white grout
White Legrand Arteor sockets and switches throughout

Dining/living area

Driftwood Engineered Oak flooring throughout 
Gas Fire with large mantle over
Legrand Arteor sockets and switches
Stainless Steel double adjustable LED downlighters
Dropped ceiling features with uplighting throughout
Custom-made Driftwood Oak TV and storage unit

Terrace

Large wrap-around terrace overlooking Clontarf Golf Club and over the city.
External paving, stone border and up-lighting throughout balcony terrace."
192,"189 Collins Avenue, Whitehall, Dublin 9",9,3 ,2 ,House,"€3,500 per month",3500,"Large 3 bedroom property available to let. 

The property briefly comprises of an entrance hallway, office/livingroom, two adjoining reception rooms and a kitchen/dining room leading to a huge South Facing back garden. Upstairs there are 3 bedrooms and a family bathroom. 

The property is ideally located on Collins Avenue close to a host of amenities including shops, schools, cafes and sports facilities. The area is well serviced by public transport including a number of bus routes. The M1 and M50 Motorways are easily accessible as well as Dublin Airport."
193,"Saint Columba's Road Upper, Drumcondra, Dublin 3",3,2 ,1 ,Apartment,"€1,700 per month",1700,"Bright, spacious 2 bedroom apartment to let in quiet secure house. Situated in lovely residential area and within walking distance of Dublin City Center. Well serviced by excellent bus route and 5 minute walk to Drumcondra train station.

Accommodation comprises of fully fitted kitchen/ living room, 1 double bedroom, 1 single bedroom and bathroom.

On street parking available.

No smoking and No pets."
194,"1B Willow Park Lawn, Glasnevin, Dublin 11",11,2 ,3 ,House,"€3,000 per month",3000,"Keane Thompson is delighted to present this extremely attractive and bright two bedroom with study, two bath, semi-detached property to the rental market. This stunning and tastefully decorated home has been fitted out to a very high standard and boasts an inviting and private rear garden which is not overlooked and is perfect for entertaining or a private place to relax.  1b is nestled in the quiet cul de sac off Willow Park Lawn, a well-established estate with a large green field surrounded by mature trees. The property is only a short walk from several shops, cafes, restaurants, gyms, schools, and colleges, notably DCU which is a 5 min drive. The location is also serviced well with public transport and is only 5km from the city centre. The airport and the M50 are also within a short drive.

The property comprises of entrance hallway which leads to an open plan and spacious Living room/Kitchen, fully fitted with all mod-cons.  The living room features a large slider which opens out to a very private and sheltered South facing rear garden with high hedges and an abundance of plants and flowers.  This space also boasts an electric awning and storage shed. The well-equipped kitchen has plenty of counter space along with a gas hob and large fridge freezer.  Off the kitchen there is a large utility room and down stairs toilet. Upstairs there are two good sized double bedrooms one with fitted wardrobe with the master featuring a separate walk-in wardrobe and Ensuite bathroom. The third bedroom is currently set out as a study. A family bathroom with walk in shower completes the upper floor accommodation."
195,"29 Haddington Square, Beggar's Bush, Dublin 4",4,2 ,1 ,House,"€3,200 per month",3200,"Keane Thompson is delighted to present No. 29 Haddington Square, a simply charming 2-bed, 1-bath terraced mews positioned in one of Dublins premier locations.   Located in Haddington Square which is home to the National Print Museum, this property is just off Haddington Road and is within minutes-walk to Leeson Street, Donnybrook, Ballsbridge and a short stroll to St. Stephens Green and Grafton Street. Haddington Square itself is located in a wonderful enclosed walled courtyard development providing a calm retreat in the heart of the city centre. This cleverly designed home comprises upside down living with living / dining room, fully fitted kitchen and balcony on the upper floor and two double bedrooms, master bathroom and storage on the ground floor.    The balcony has super views of the Aviva stadium and there is an allocated parking space to the front. 

Ballsbridge is a highly desirable Dublin suburb that extends northwards towards the Grand Canal, southwards towards Donnybrook, and westwards to encompass the area around Pembroke Road, Clyde Road, Elgin Road, and Herbert Park. The bulk of Dublin\'s embassies and diplomatic residences are in the southern part of Ballsbridge on and around Ailesbury Road. The RDS has its grounds here, as does The Aviva Stadium. The corporate headquarters of Allied Irish Banks (AIB) are also located in Ballsbridge. Haddington Road is located within Dublin 4 between Northumberland Road and Baggot Street Lower. The surrounding area is home to many established corporate occupiers and professional services offices including Google, Accenture, Bank of Ireland, Bord Bia, ESB, Linesight and Bord Gais. It is easily accessible, with all major transport links close-by and the area is well served by public transport to include the DART at Grand Canal Dock, numerous bus routes and the LUAS at Charlemont, all within a short walk.

The ultimate city pad within Dublin 4s trendiest neighbourhoods, a must see!"
196,"The Mews Violet Hill, Kilgobbin Road, Stepaside, Dublin 18",18,1 ,1 ,Apartment,"€2,000 per month",2000,"***!!!EMAIL ENQUIRY ONLY!!!***

1-bed with study, 1-bath semi-detached cut stone mews available to let. Keane Thompson is delighted to present this charming cut stone mews period property to the rental market for the first time. This property is attached to the original coach house, part of The Old Glebe House, one of Dublins oldest properties which was originally built in the 1600s. This unique home is set over two floors and boasts an abundance of space throughout. Accommodation comprises on the ground floor an entrance hallway, a separate fully fitted kitchen with all mod cons, a spacious living room with high ceilings and centrepiece fireplace and electric stove.  A main bathroom with a large walk in shower completes the ground floor accommodation. On the upper floor you will find the master bedroom with ample built-in wardrobe storage plus a second room which is suitable for a study.  This is truly a unique property and should not be to missed. 
Violet Hill is located on Kilgobbin Road, within walking distance to both Sandyford and Stepaside villages.  The shops located at Sandyford Hall are just a short stroll away and include coffee shop, a centra, a chemist and Stepaside Village hosts a shop, chemist, public house, restaurant, hairdresser, fish shop and more. The Luas station at Glencairn is a five-minute walk and the M50 is also close by.  The location is on the doorstep of the Sandyford and Central Park Business districts. Beacon South Quarter is also close by with its superb selection of amenities including the Beacon Hospital, Dunnes Stores, numerous tech giants such as Google and Microsoft having recently moved to One Microsoft Place in Leopardstown. Cherrywood Business Park, Carrickmines Retail Park, Stillorgan shopping centre and Dundrum Town Centre are all less than 10 minutes' drive away.

Also close at hand is the Leopardstown Racecourse and Golf driving range, together with  West Wood health and fitness centre and Carrickmines tennis club as well as a selection of local parks and sports grounds.

***!!!EMAIL ENQUIRY ONLY!!!***"
197,"Apartment 2 Danes Court, Clontarf Road D03 PK77, Clontarf, Dublin 3",3,2 ,1 ,Apartment,"€2,246 per month",2246,"Quillsen are delight to offer this stunning apartment with magnificent Sea Views. Totally refurbished, offering luxurious accommodation with the highest quality of fixtures and fittings. Situated in the heart of Clontarf, the apartment is located close to ""The Wooden Bridge"" at Dollymount, offering stunning sea-views and access to the beach. Along this popular promenade there are numerous cafes, restaurants, shops, pubs and a supermarket. The many sporting and recreational facilities on offer in Clontarf include Golf, Tennis, Rugby, Cricket, GAA, Sailing and Surfing. St Annes Park is within walking distance. The current accommodation comprises of entrance hall, lounge/diningroom with kitchen off, master bedroom with excellent range of floor to ceiling wardrobes, second bedroom laid out as an office/study guest bedroom and shower room. Viewing highly recommended. All enquiries via the website, with background on your current situation and needs and if you would like us to email our video please let us know.

The apartment is available from the 1st December, please confirm in your emailed replies when you are available to move and if any notice needs to be served on your current tenancy, Full references are required. Photos represent the apartment dressed for marketing purposes, please note TV's, ornaments and soft furnishings are not included in the tenancy. ****************PLEASE ENSURE FULL BACKGROUND OF THE PARTIES AND RENTAL HISTORY INCLUDED INTHE EMAIL******************************
Accommodation
Entrance Hall
With feature laminate flooring. Intercom.

Lounge/dining
With feature laminate flooring. Sea-views. Opening up into....

Kitchen
Modern wall and floor press units, incorporating built in oven, hob and extractor hood. Plumbed for dishwasher. Integrated Fridge/freezer. Attractive tiled splash-back and tiled floor.

Master Bedroom
With magnificent Sea-views. Floor to ceiling built in wardrobes.

Bedroom 2
Ideal home office/study and occasional guest bedroom with pull out day-bed sofa. Office desk and chair. Floor to ceiling built in wardrobes.

Shower room
Modern shower room with large step in shower, wc and wash hand basin with vanity unit. Tiled.


 Note: 
All photographs are provided for guidance only.
Features
Magnificent Sea-views and easy access to Dollymount beach , Combi - Gas radiator central heating , Secure gated development , Communal parking , Recently refurbished to a very high standard , Second bedroom ideal as home office/study or guest WC,Unfurnished"
198,"Haddington Road, Dublin 4",4,2 ,2 ,Apartment,"€3,000 per month",3000,"Herbert &amp; Lansdowne are delighted to offer this huge own door 2 bed apartment on Haddington Road. Haddington Road is one of Dublins finest locations, steeped in charm and history while being within a short troll of Dublins finest restaurants, cafes, pubs, clubs, museums, retail shopping, Dublins CBD, The LUAS, The DART, Dublin Bikes and a selection of green areas and parks. 

The property briefly comprises: own door entrance, hallway with storage, large living room with feature fireplace, generous fully fitted modern kitchen with dining area, double bedroom with built in wardrobes, large master bedroom with large built in storage and direct access to a private yard, second private patio with rear access to bring bikes in and out, main bathroom with bath, large storage room and on street parking permit available."
199,"45 Serpentine Avenue, Ballsbridge, Sandymount, Dublin 4",4,4 ,2 ,House,"€5,000 per month",5000,"Herbert &amp; Lansdowne are delighted to offer this stunning period property to the Dublin 4 lettings market. This property is four bedroom mid terrace property superbly located close to a host of attractive amenities such as cafes, restaurants, The DART, Sandymount Village, Sandymount Strand, Merrion &amp; Frascati Shopping Centres, St. Vincents Hospital, The RDS,  The N11, UCD. The city centre is a quick and easy commute by bus, cycle, train or walking. 

The property briefly comprises: beautiful entrance hall with w.c, 2 large interconnecting living rooms with built in wood burning stoves, stunning light filled built in kitchen with direct access to a sunny, low maintenance garden. Upstairs there are 3 generous bedrooms with built in storage, stunning main bathroom with shower unit and freestanding bath, on the top floor there is a large bedroom, home office and additional storage. Outside there is a low maintenance rear garden with built in shed with rear access for bikes and fuel, to the front there is off street parking for 2 cars. 

This property has all of the benefits with none of the drawbacks."
200,"Crannog, Taney Park, Dundrum, Dublin 14",14,4 ,3 ,House,"€4,736 per month",4736,"Beautiful detached home located in a quiet cul de sac off the Taney Road. Crannog is set on a large site behind electric gates and surround by mature gardens and Taney lawn Tennis Club. The property is presented to the highest standard with a grand entrance hall with double height ceilings. 

Taney Park is a perfect mix of tranquil setting and convenience. The location provides quick and easy access to a host of attractive amenities such as Dundrum Village &amp; Town Centre less than 5 minutes walking, The Green LUAS Line at Dundrum is just a short stroll away. The N11 &amp; M50 are easily accessible creating quick and easy access to South &amp; North Dublin. The City Centre is easily access by car, bicycle, LUAS &amp; bus. There are a host of excellent schools close by including Wesley College, Alexandra College, The High School, Norte Dame, Mount Anville, Blackrock College &amp; St Killians to name a few. 

The property itself is simply stunning with a double height entrance hall, large dual aspect living room with feature fireplace and direct access to the rear garden, separate dining room/ home office or playroom, second living room with direct access to the rear garden, large fully fitted modern kitchen with huge utility room off, downstairs w.c. 

Upstairs there are 4 large double bedrooms with lots of natural light and storage, the master bedroom is ensuite, main family bathroom with freestanding bath and separate shower. 

Outside there is off street parking for 4-5 cars behind electric gates, to the rear there is an extensive lawn with patio and brick-built shed surrounded by mature trees. 

This stunning home is not one to be missed. Viewing advised."
201,"Westminster Road, Foxrock, Dublin 18",18,4 ,3 ,House,"€8,000 per month",8000,"Stunning A rated house to rent on Westminster Road in Foxrock. There has been no effort or expense spared in the design, functionality and finish of this stunning home. This large, functional home has all of the benefits with none of the drawbacks. The A rating will ensure low running costs and with a host of attractive amenities on your doorstep, 2 secure private parking spaces and a large low maintenance rear garden, this home is ideal for anyone that travels a lot.

Accommodation briefly comprises: large entrance hall with w.c, generous storage room, 2 large living rooms, large kitchen come dining room with direct access to a low maintenance rear garden, utility room, 4 large double bedrooms with ample built in storage &amp; 3 full bathrooms.
 
The location is second to none with a host of shops, eateries, bars and golf courses on your doorstep. Some of Dublins finest schools are a short drive with Nord Anglia, Holly Park, St Brigids, Kill O the Grange, Loreto College Foxrock, Blackrock College, Mount Anville and UCD all within a 10 minute commute."
202,"13A Grattan Crescent, Inchicore, Dublin 8",8,2 ,2 ,Apartment,"€2,800 per month",2800,"Herbert &amp; Lansdowne are delighted to offer this stunning 2 bed apartment spanning over 80m2. This funky property is an ideal city pad offering large open spaces, lots of natural light along with quick and easy access to The City Centre. The villages of Inchicore &amp; Kilmainham are on your doorstep providing excellent convenience. The Phoenix Park, Red LUAS line and Heuston Station are all just a stones throw away. Numerous bus stops, artisan coffee shops, bars, restaurants and supermarkets are all on your doorstep.

Grattan Crescent is a small development of just 6 apartments providing quiet secure living. There are 3 large communal roof terraces and a designated parking space behind electric gates. The apartment has just been redecorated to include new flooring throughout, full repaint, new furniture and blinds. 

The apartment is being rented for the first time and is flooded with natural light through its large floor to ceiling windows on 3 sides of the living room. There is a large entrance hall with lots of storage, large living room with fully fitted modern kitchen, dining area and access to a private balcony overlooking Grattan Crescent Park. There are 2 large bedrooms with lots of built in wardrobe space (master ensuite), main bathroom with bath. Outside there are 3 communal roof terraces and a private parking space behind electric gates."
203,"Windgate House, Windgate Road, Howth, Dublin 13",13,2 ,2 ,House,"€3,500 per month",3500,"Karen Mulvaney Property is delighted to present an unbelievable opportunity to rent an art deco style house originally built in 1935 called ""Windgate"" situated on Windgate Road in Howth. Accessed via Carrickbrack Road and Balkill Road. The property is nested aloft the peninsula of Howth Head below the Ben of Howth and is only 2 km to Howth Village and 15 km to Dublin City Centre. 

Viewing video https://youtu.be/ipZf2yx0xZQ

Enquirues by email ONLY to info


""Windgate"" enjoys commanding views of the Irish Sea from the Baily Lighthouse to Dún Laoghaire and Dalkey ending in a mountainous back drop to a most serene city skyline. 

Accomodation briefly comprises of extra large and open plan L-shaped kitchen/dining/living area, two bedrooms, two shower rooms and a home office complete the accommodation.
 
There is a large timber deck off the kitchen/dining area which is elevated above the magnificent gardens with spectacular sea views.

Viewing strictly by appointment. Contact Karen Mulvaney Property at info
Accommodation

 Note: 
All photographs are provided for guidance only.
Features


Unfurnished"
204,5 Belgrave Terrace,Other,1 ,1 ,Apartment,"€1,750 per month",1750,"Martin Property is offering this newly refurbished one bedroom apartment to rent. 

The property compromises a open plan kitchen/living room, a large double bedroom area and a bathroom. The property will be furnished upon the letting the apartment. 

The properties is located only a short walk from the lively villages of Ranelagh and Rathmines, it offers easy access across the entire city with LUAS and multiple regular bus services on hand. In addition, the apartment is only minutes on foot from Belgrave Square and Leinster Cricket Club.

More pictures of the renovated property are to follow 

**For any viewing queries please apply through the ad/email only**"
205,"Knockmaree, Chapelizod, Dublin 20",20,3 ,2 ,Apartment,"€2,950 per month",2950,"Martin Property is delighted to present this beautiful 3 Bedroom apartment to the market.  

The Property is ground floor and consists of 3 light filled bedrooms one with an en-suite, A guest bathroom and a large open plan living/kitchen area. The property is furnish and available immediately to rent.

Chapelizod village is within 2 minutes walking distance. The development is ideally located adjacent to many local services, including restaurants, bars and shops. The City Centre is within a short commute.
The Phoenix Park is within a 10 minute walk away. Easy access to the M50 and N4 road network. 

**For viewings please enquire through the advertisement**"
206,"Grand Canal Street Lower, Dublin 2",2,2 ,1 ,Apartment,"€2,400 per month",2400,"Martin Property Consultants is delighted to present this newly refurbished two-bedroom apartment in the highly sought after area of Dublin 2.

The Accommodation within the apartment consists of two bedrooms, with a separate kitchen and dining area, and bathroom. The apartment has undergone renovations and is a modern and light-filled space. 

The property will be let fully furnished with all Mod-cons. The area is a vibrant and busy atmosphere full of restaurants, cafes, and local amenities within walking distance of the property. The property is a short walk across the Liffey to the IFSC and a 10 minute walk to Stephens Green

It is also well serviced by different transport links to the city centre.  Viewing is a must and can be arranged through Martin Property Consultants. **Please email to register your interest through the advertisement only**"
207,Liffey Street South,Other,2 ,1 ,House,"€2,350 per month",2350,"Martin Property is thrilled to present this delightful two-bedroom home to the market. This mid-terraced cottage is fronted with its original brick facade and on-street parking at the front. 

Upon entering, the property compromises of an open-plan kitchen finished with marble flooring and a large wooden floor living room with ample light from a large skylight overhead.

There are two bedrooms and one modern bathroom located in the property. One bedroom has access to an outdoor courtyard shared with the adjacent cottage, and the other bedroom is a large double bedroom. 

The location alone is second to none with a wide variety of activities close at hand including shops, schools, cafes, and local amenities. Liffey Street is within easy distance of the City Centre. The area is well-serviced by public transport including major bus routes and The Chapelizod Bypass is also on your doorstep. 

***Viewings must be arranged by enquiring through the advertisement only***"
208,"Apartment 7, Hillcrest Court",Other,2 ,1 ,Apartment,"€2,300 per month",2300,"Smith &amp; Butler Estates are delighted to bring to the rental market this
fabulous dual aspect apartment, presented in excellent condition throughout.
 
Number 7 is located on the second floor of a purpose-built apartment block which is surrounded by greenery (there are only eight apartments in total, quite community, a private entrance from the Griffith Avenue). Rarely does a property come to the market from this much desired discreet development.
 
A panoramic treetop view with the Dublin mountains in the background is visible from the south-facing living area and the large balcony, flooded with light throughout the day. A breathtaking tranquil oasis of calm.
 
The accommodation includes: hallway, kitchen, living/dining area with access to a spacious balcony, a bathroom and two double bedrooms. Abundance of a storage space - each bedroom has a built-in wardrobe, also a separate doored storage area in the hallway.
Private storage unit included (located a few steps from the parking space, large enough to store a couple of bicycles).
Dedicated parking space included. On street parking is also available.
 
The area is well serviced by excellent public transport links (bus, Luas) to Dublin Airport and Dublin City centre.
The location is all that one could wish for - a short stroll will bring you to the National Botanic Gardens, Drumcondra, Phibsborough and the Dublin City University with its beautiful Albert College Park. All the amenities that Glasnevin Village has to offer are on the doorstep.
There is an abundance of national and secondary schools and DCU nearby. Also convenient for the Bon Secours Hospital, Beaumont Hospital and The Mater Hospital.
 
Early viewing is highly recommended for those looking to set up home in the highly sought-after location. Please email through this advert to arrange it."
209,"8 Church Avenue, East Wall, Dublin 3",3,3 ,2 ,House,"€2,284 per month",2284,"Smith &amp; Butler Estates are pleased to present this three bedroom property in a mature area of East Wall to the lettings market. This attractive house has being substantially upgraded, and is presented in excellent order. The property is ideally located just off East Road. Fairview Park and East Point Business Park are both within a 5 minute walk. The house is also within a short distance of shops, schools, DART at Fairview Station, LUAS Red Line, IFSC, The O2 and City Centre. 

This deceptively spacious accommodation comprises of entrance hallway, open plan living room/kitchen/dining room, three double bedrooms, a bathroom upstairs and a shower room just off the utility room which comes off the modern a bright kitchen, with patio doors to the rear courtyard. On road parking to the front.

Please email your interest to view this property through this advertisement."
210,"5 Church View, Hollystown, Dublin 15",15,5 ,4 ,House,"€2,800 per month",2800,"Smith &amp; Butler Estates are pleased to present this stunning property for letting from July. This stunning  home is situated within a gated development with a beautiful south facing rear garden.

The property comprises of comprises of a large bright entrance hallway, dining room, guest room, large open plan kitchen come dining space that opens onto a beautiful landscaped rear garden and utility room. First floor level consists of 4 double bedrooms (2 en-suite rooms and master with balcony overlooking the adjoining green space),  bathroom and storage cupboard.

The location is superb with every conceivable amenity on your doorstep including local schools,  local shops, sporting facilities &amp; an excellent public transport service linking Dublin City Centre in minutes.

A short distance to the Villages of Tyrrellstown &amp; Blanchardstown, Blanchardstown Shopping Centre, the Dublin 15 Corporate Parks, the Phoenix Park, the National Aquatic Centre, the N3 / M50 Motorways &amp; Dublin International Airport. Early viewing is advised. Unfortunately due to the high volume of interest not all parties will receive a reply."
211,"Whitethorn Rise, Artane, Dublin 5",5,3 ,3 ,House,"€2,698 per month",2698,"Available December 16th.

Smith &amp; Butler Estates are delighted to present this stunning A2 Rated property to the letting market.

This beautiful newly built Detached corner house with 3 bedrooms and attic conversion. Accommodation comprises of entrance hallway, large living room with feature fireplace, WC, utility room, large open plan kitchen/dining area leading onto a beautiful landscaped rear garden. Superb large sitting room with feature fireplace. Hardwood floors throughout. First floor consists of 3 double rooms (Master En-suite), family bathroom &amp; attic room that provide both storage and comfort in abundance. This house has been decorated to the highest standard. 

********PRIME LOCATION***** 

Ideally located close to several bus routes and only a 5 minute walk to Artane Shopping Centre and Beaumont Hospital within 15 minutes walk to the front door. The M1 &amp; M50 Motorways are 10 minutes drive away. The Malahide Road offers a well services bus network to Dublin city Centre. 

Please email Lesley now to secure a viewing."
212,"10 Beaumont Crescent, Beaumont, Dublin 9",9,4 ,2 ,House,"€3,000 per month",3000,"Smith &amp; Butler Estates are delighted to bring to the rental market, 10 Beaumont Crescent. The residence is located in a much sought after  popular area of Beaumont. It is ideally placed within a short distance of a host of amenities, such as schools, DCU, Beaumont Hospital, Artane Castle and Omni Park Shopping Centre. There are also numerous sports and recreational clubs and other amenities in the locality. 

The accommodation includes a step free access, a spacious entrance hallway connecting to a downstairs bathroom, living room, lounge room, kitchen/dining room, utility room and a sun room at the back of the house leading to a lawned rear garden. On the first floor there 4 double size bedrooms with fitted wardrobes and a family bathroom. The property also benefits of a paved driveway to provide off-street parking."
213,"Flat 4, 161 James's Street, Dublin 8",8,1 ,1 ,Apartment,"€2,000 per month",2000,"Smith &amp; Butler Estates are delighted to present to the rental market Flat 4, 161 James's Street. A double bedroom apartment with an open plan living room/kitchen, hallway, utility room, bathroom with a walk-in shower, balcony and private rooftop terrace.

It is Located in the heart of Dublin city, and in close proximity to St. James's Hospital Campus (which will house the new National Maternity Hospital). The block is also located beside Christchurch, The Four Courts, The Law Library, Heuston Station and The Royal Hospital Kilmainham Castle. Jervis Street and The Ilac Shopping Centres are also within walking distance. 

This is a City Centre location with many of Ireland leading tourist attractions close by (including The Guinness Store House), and the tourist area of Temple Bar. Trinity College is less than 15 minutes on foot. The area is well serviced by public transport including the LUAS Red Line directly outside the front door. 

Emails only through this advertisement."
